26914,055410197901,02,2,43200,86400
26916,055410197901,02,3,15500,123800
26917,055410197901,01,1,35100,35100
26918,055410197901,01,1,35100,35100
26919,055410197901,01,1,35100,35100
26920,055410197901,01,1,35100,35100
26921,055410197901,01,1,35100,35100
26922,055410197901,01,1,19000,19000
26923,055410197901,01,1,19000,19000
26924,055410197901,01,1,19000,19000
26925,055410197901,02,1,64100,64100
26928,055410197901,01,1,57600,57600
26929,055410197901,01,1,57600,57600
26930,055410197901,01,1,26000,26000
26931,055410197901,01,1,57600,57600
26931,055410197901,03,3,14600,43800
26932,055410197901,01,1,57600,57600
26932,055410197901,03,3,14600,43800
26933,055410197901,01,1,57600,57600
26933,055410197901,02,1,15500,15500
26934,055410197901,01,1,19000,19000
26941,055410197901,01,1,57600,57600
26942,055410197901,01,1,57600,57600
26943,055410197901,01,1,57600,57600
26945,055410197901,01,279,10800,10619900
26945,055410197901,02,329,5600,9082810
26945,055410197901,03,32,16400,904700
26945,055410197901,08,9,20800,424700
26945,055410197901,14,4,877800,3511200
26946,055410197901,01,36,10800,577400
26946,055410197901,02,41,14600,1553100
26946,055410197901,05,170,2700,2258100
26947,055410197901,01,1,57600,57600
26948,055410197901,01,1,57600,57600
26949,055410197901,02,2,31000,103300
26949,055410197901,06,1,179100,179100
26949,055410197901,07,1,496000,496000
26950,055410197901,01,1,57600,57600
26951,055410197901,03,10,22500,225000
26952,055410197901,03,10,22500,225000
26953,055410197901,03,6,22500,135000
26954,055410197901,03,10,22500,225000
26955,055410197901,03,9,22500,202500
26956,055410197901,03,4,22500,90000
26957,055410197901,02,1,35000,35000
26958,055410197901,03,10,16000,160000
26959,055410197901,01,1,57600,57600
26960,055410197901,01,1,57600,57600
26961,055410197901,01,1,57600,57600
26962,055410197901,01,1,57600,57600
26963,055410197901,01,1,57600,57600
26964,055410197901,01,1,57600,57600
26965,055410197901,01,1,57600,57600
26965,055410197901,02,1,48000,48000
26966,055410197901,01,1,57600,57600
26966,055410197901,03,1,16400,16400
26966,055410197901,08,1,48000,48000
26967,055410197901,01,1,57600,57600
26968,055410197901,01,1,57600,57600
26968,055410197901,02,8,10200,139900
26969,055410197901,01,1,57600,57600
26969,055410197901,03,1,16400,16400
26969,055410197901,08,1,48000,48000
26970,055410197901,01,1,57600,57600
26970,055410197901,02,2,35000,77750
26971,055410197901,01,1,57600,57600
26971,055410197901,03,1,16400,16400
26971,055410197901,08,1,48000,48000
26972,055410197901,01,1,57600,57600
26973,055410197901,01,1,29800,29800
26974,055410197901,01,1,29800,29800
26975,055410197901,01,1,29800,29800
26976,055410197901,01,1,19000,19000
26977,055410197901,01,1,57600,57600
26977,055410197901,03,1,122900,122900
26977,055410197901,14,1,1170400,1170400
26978,055410197901,01,1,57600,57600
26978,055410197901,08,1,20800,20800
26979,055410197901,01,1,57600,57600
26980,055410197901,01,1,57600,57600
26980,055410197901,02,1,35000,35000
26980,055410197901,03,1,16400,16400
26980,055410197901,08,1,48000,48000
26981,055410197901,01,1,57600,57600
26982,055410197901,01,1,57600,57600
26982,055410197901,14,1,1170400,1170400
26983,055410197901,01,1,57600,57600
26984,055410197901,01,1,57600,57600
26985,055410197901,01,1,57600,57600
26985,055410197901,08,1,20800,20800
26987,055410197901,03,9,22500,202500
26988,055410197901,02,1,35000,35000
26989,055410197901,03,10,22500,225000
26990,055410197901,01,1,57600,57600
26990,055410197901,08,1,20800,20800
26991,055410197901,03,10,22500,225000
26992,055410197901,01,1,57600,57600
26992,055410197901,02,1,35000,35000
26992,055410197901,03,1,55000,55000
26993,055410197901,01,1,57600,57600
26994,055410197901,01,1,57600,57600
26995,055410197901,01,1,57600,57600
26995,055410197901,02,2,35000,87950
26995,055410197901,03,1,55000,55000
26996,055410197901,01,1,57600,57600
26997,055410197901,01,1,57600,57600
26997,055410197901,08,1,20800,20800
26998,055410197901,01,1,26000,26000
26999,055410197901,01,1,51800,51800
27000,055410197901,01,1,51800,51800
27000,055410197901,02,1,42188,42188
27000,055410197901,03,4,13100,52400
27001,055410197901,01,1,57600,57600
27001,055410197901,02,1,42750,42750
27001,055410197901,03,1,16400,16400
27001,055410197901,08,1,48000,48000
27002,055410197901,01,1,26000,26000
27003,055410197901,01,1,57600,57600
27003,055410197901,08,1,20800,20800
27004,055410197901,01,1,57600,57600
27004,055410197901,02,1,35000,35000
27005,055410197901,01,1,57600,57600
27005,055410197901,02,1,35000,35000
27006,055410197901,01,1,57600,57600
27006,055410197901,03,1,44200,44200
27006,055410197901,06,1,133400,133400
27007,055410197901,01,1,57600,57600
27007,055410197901,02,1,42750,42750
27008,055410197901,01,1,57600,57600
27009,055410197901,01,1,57600,57600
27009,055410197901,02,1,42750,42750
27010,055410197901,01,1,57600,57600
27011,055410197901,01,1,57600,57600
27012,055410197901,01,1,57600,57600
27012,055410197901,02,3,15500,89200
27013,055410197901,01,1,57600,57600
27013,055410197901,02,1,52950,52950
27013,055410197901,03,3,14600,43800
27014,055410197901,01,1,57600,57600
27014,055410197901,02,1,42750,42750
27014,055410197901,08,1,20800,20800
27015,055410197901,01,1,57600,57600
27015,055410197901,02,2,35000,70000
27015,055410197901,03,1,55000,55000
27016,055410197901,01,1,57600,57600
27016,055410197901,03,2,16400,71400
27016,055410197901,08,1,48000,48000
27017,055410197901,01,1,57600,57600
27017,055410197901,02,1,35000,35000
27017,055410197901,08,1,20800,20800
27018,055410197901,02,1,66000,66000
27019,055410197901,01,1,35100,35100
27020,055410197901,01,1,35100,35100
27021,055410197901,01,1,19000,19000
27022,055410197901,01,1,57600,57600
27022,055410197901,02,4,14000,101800
27023,055410197901,01,1,57600,57600
27024,055410197901,01,1,57600,57600
27025,055410197901,02,1,230000,230000
27026,055410197901,02,1,230000,230000
27027,055410197901,02,1,230000,230000
27028,055410197901,02,1,230000,230000
27029,055410197901,02,1,230000,230000
27030,055410197901,02,1,230000,230000
27031,055410197901,02,1,230000,230000
27032,055410197901,02,1,230000,230000
27033,055410197901,02,1,230000,230000
27034,055410197901,02,1,230000,230000
27035,055410197901,02,1,230000,230000
27036,055410197901,02,1,230000,230000
27037,055410197901,02,1,230000,230000
27039,055410197901,02,1,230000,230000
27040,055410197901,02,1,230000,230000
27041,055410197901,02,1,230000,230000
27042,055410197901,02,1,230000,230000
27043,055410197901,02,1,230000,230000
27044,055410197901,02,1,230000,230000
27045,055410197901,02,1,230000,230000
27046,055410197901,01,1,57600,57600
27046,055410197901,03,2,16400,32800
27046,055410197901,08,1,48000,48000
27047,055410197901,01,1,57600,57600
27047,055410197901,02,1,42750,42750
27047,055410197901,03,1,55000,55000
27047,055410197901,14,1,877800,877800
27048,055410197901,01,1,57600,57600
27048,055410197901,02,1,35000,35000
27048,055410197901,03,1,55000,55000
27049,055410197901,02,1,280000,280000
27050,055410197901,02,1,280000,280000
27051,055410197901,02,1,280000,280000
27052,055410197901,02,1,280000,280000
27053,055410197901,02,1,280000,280000
27054,055410197901,02,8,12600,168400
27055,055410197901,01,1,17100,17100
27056,055410197901,02,7,14000,139200
27057,055410197901,01,1,19000,19000
27058,055410197901,01,1,35100,35100
27059,055410197901,02,7,14000,139200
27060,055410197901,01,1,35100,35100
27076,055410197901,01,1,35100,35100
27077,055410197901,02,1,280000,280000
27078,055410197901,02,1,280000,280000
27079,055410197901,01,1,19000,19000
27080,055410197901,01,1,35100,35100
27081,055410197901,05,1,56200,56200
27082,055410197901,02,1,280000,280000
27083,055410197901,02,1,280000,280000
27084,055410197901,01,1,19000,19000
27085,055410197901,01,1,35100,35100
27087,055410197901,01,1,57600,57600
27087,055410197901,02,1,35000,35000
27087,055410197901,03,1,55000,55000
27088,055410197901,01,1,57600,57600
27089,055410197901,02,1,230000,230000
27090,055410197901,02,1,230000,230000
27091,055410197901,02,1,230000,230000
27092,055410197901,02,1,230000,230000
27093,055410197901,02,1,230000,230000
27094,055410197901,02,1,230000,230000
27095,055410197901,02,1,230000,230000
27096,055410197901,01,1,57600,57600
27097,055410197901,01,1,57600,57600
27098,055410197901,01,1,57600,57600
27098,055410197901,08,1,20800,20800
27099,055410197901,02,5,14600,186100
27100,055410197901,01,1,35100,35100
27101,055410197901,01,1,35100,35100
27102,055410197901,01,1,35100,35100
27103,055410197901,01,1,35100,35100
27104,055410197901,02,7,14000,162600
27105,055410197901,01,1,29800,29800
27106,055410197901,01,1,19000,19000
27107,055410197901,01,1,35100,35100
27108,055410197901,01,1,57600,57600
27108,055410197901,14,1,1170400,1170400
27109,055410197901,01,1,57600,57600
27109,055410197901,02,1,42750,42750
27109,055410197901,08,1,20800,20800
27110,055410197901,01,1,35100,35100
27111,055410197901,01,1,57600,57600
27111,055410197901,02,1,42750,42750
27111,055410197901,03,1,16400,16400
27111,055410197901,08,1,48000,48000
27112,055410197901,03,10,22500,225000
27113,055410197901,03,10,22500,225000
27114,055410197901,03,10,22500,225000
27115,055410197901,01,1,57600,57600
27115,055410197901,02,4,35000,147750
27115,055410197901,03,3,16400,126400
27115,055410197901,08,1,48000,48000
27115,055410197901,14,1,877800,877800
27116,055410197901,01,1,57600,57600
27116,055410197901,02,2,35000,71300
27116,055410197901,08,1,20800,20800
27117,055410197901,01,1,57600,57600
27118,055410197901,01,1,57600,57600
27119,055410197901,01,1,17100,17100
27120,055410197901,01,1,29800,29800
27121,055410197901,01,1,29800,29800
27122,055410197901,01,1,29800,29800
27123,055410197901,01,1,29800,29800
27124,055410197901,01,1,29800,29800
27125,055410197901,01,1,29800,29800
27126,055410197901,01,1,57600,57600
27126,055410197901,02,3,15500,89200
27126,055410197901,14,1,1463000,1463000
27127,055410197901,01,1,57600,57600
27127,055410197901,03,1,16400,16400
27127,055410197901,08,1,48000,48000
27135,055410197901,01,1,35100,35100
27136,055410197901,03,10,22500,225000
27138,055410197901,01,1,49000,49000
27138,055410197901,02,1,29750,29750
27138,055410197901,03,1,13900,13900
27138,055410197901,08,1,40800,40800
27138,055410197901,14,1,746100,746100
27148,055410197901,05,1,13900,13900
27149,055410197901,05,1,13900,13900
27150,055410197901,02,1,280000,280000
27151,055410197901,02,1,280000,280000
27152,055410197901,02,1,280000,280000
27153,055410197901,02,1,280000,280000
27154,055410197901,02,1,280000,280000
27155,055410197901,02,1,280000,280000
27156,055410197901,02,1,280000,280000
27157,055410197901,02,1,230000,230000
27158,055410197901,02,1,230000,230000
27159,055410197901,02,1,230000,230000
27160,055410197901,01,1,57600,57600
27160,055410197901,02,1,48000,48000
27161,055410197901,01,1,57600,57600
27162,055410197901,01,1,57600,57600
27162,055410197901,02,1,35000,35000
27162,055410197901,03,1,55000,55000
27163,055410197901,02,1,230000,230000
27164,055410197901,01,1,57600,57600
27164,055410197901,02,1,46875,46875
27165,055410197901,01,1,57600,57600
27165,055410197901,02,7,10200,162100
27166,055410197901,02,1,230000,230000
27167,055410197901,02,1,230000,230000
27168,055410197901,01,1,57600,57600
27169,055410197901,02,1,230000,230000
27170,055410197901,01,1,57600,57600
27171,055410197901,01,29,10800,1079300
27171,055410197901,02,43,10200,1212175
27171,055410197901,03,1,16400,16400
27171,055410197901,05,8,2700,198500
27171,055410197901,08,1,48000,48000
27171,055410197901,14,1,1463000,1463000
27172,055410197901,01,29,19000,1066400
27172,055410197901,02,59,14000,1462050
27172,055410197901,03,6,16400,128900
27172,055410197901,05,1,2700,2700
27172,055410197901,08,2,20800,68800
27172,055410197901,14,2,1170400,2633400
27173,055410197901,01,7,10800,124800
27173,055410197901,02,12,14600,474100
27173,055410197901,05,12,2700,138300
27174,055410197901,01,1,57600,57600
27174,055410197901,03,10,22500,161800
27175,055410197901,01,1,19000,19000
27175,055410197901,02,7,14600,237000
27175,055410197901,05,2,2700,19100
27176,055410197901,01,28,9200,776000
27176,055410197901,02,29,14600,1403480
27176,055410197901,03,14,14600,244800
27176,055410197901,08,2,66100,134000
27176,055410197901,14,1,877800,877800
27177,055410197901,01,214,10800,6696200
27177,055410197901,02,318,9900,8274925
27177,055410197901,03,18,10800,597400
27177,055410197901,05,177,2700,2071400
27177,055410197901,06,1,179100,179100
27177,055410197901,08,11,20800,439100
27177,055410197901,14,142,877800,11855700
27178,055410197901,01,1,57600,57600
27178,055410197901,03,1,16400,16400
27178,055410197901,08,1,48000,48000
27180,055410197901,01,1,51800,51800
27180,055410197901,03,1,14800,14800
27180,055410197901,08,1,43200,43200
27181,055410197901,01,1,51800,51800
27182,055410197901,01,1,51800,51800
27183,055410197901,01,1,51800,51800
27183,055410197901,03,1,14800,14800
27183,055410197901,08,1,43200,43200
27184,055410197901,01,1,51800,51800
27185,055410197901,01,1,51800,51800
27186,055410197901,01,1,51800,51800
27186,055410197901,03,1,14800,14800
27186,055410197901,08,1,43200,43200
27187,055410197901,01,1,57600,57600
27187,055410197901,03,1,55000,55000
27187,055410197901,08,1,20800,20800
27187,055410197901,14,1,1463000,1463000
27188,055410197901,01,1,57600,57600
27188,055410197901,02,1,42750,42750
27188,055410197901,03,1,55000,55000
27188,055410197901,08,1,67900,67900
27188,055410197901,14,1,877800,877800
27189,055410197901,01,1,57600,57600
27189,055410197901,08,1,20800,20800
27190,055410197901,01,1,57600,57600
27190,055410197901,02,1,35000,35000
27191,055410197901,01,1,57600,57600
27192,055410197901,01,1,57600,57600
27192,055410197901,03,1,55000,55000
27192,055410197901,08,1,67900,67900
27192,055410197901,14,1,877800,877800
27193,055410197901,02,1,230000,230000
27194,055410197901,02,1,230000,230000
27195,055410197901,01,1,57600,57600
27196,055410197901,01,1,57600,57600
27197,055410197901,01,1,57600,57600
27198,055410197901,02,10,10200,304700
27198,055410197901,03,2,44200,88400
27198,055410197901,06,1,145100,145100
27198,055410197901,14,1,1463000,1463000
27199,055410197901,01,1,57600,57600
27200,055410197901,01,1,57600,57600
27200,055410197901,03,1,26300,26300
27200,055410197901,14,1,877800,877800
27201,055410197901,02,6,14000,147100
27202,055410197901,02,7,14000,139200
27203,055410197901,01,1,57600,57600
27204,055410197901,01,1,57600,57600
27204,055410197901,02,1,35000,35000
27204,055410197901,03,1,55000,55000
27205,055410197901,02,1,230000,230000
27206,055410197901,01,1,57600,57600
27207,055410197901,02,1,230000,230000
27208,055410197901,01,1,57600,57600
27208,055410197901,02,2,35000,70000
27208,055410197901,03,1,55000,55000
27208,055410197901,14,1,877800,877800
27209,055410197901,02,1,230000,230000
27210,055410197901,02,1,230000,230000
27211,055410197901,02,1,230000,230000
27212,055410197901,02,1,230000,230000
27213,055410197901,02,1,230000,230000
27214,055410197901,02,1,230000,230000
27215,055410197901,02,1,230000,230000
27216,055410197901,02,1,230000,230000
27217,055410197901,02,1,230000,230000
27218,055410197901,02,1,230000,230000
27219,055410197901,02,1,230000,230000
27220,055410197901,02,1,230000,230000
27221,055410197901,02,1,230000,230000
27222,055410197901,02,1,230000,230000
27223,055410197901,02,1,230000,230000
27224,055410197901,02,1,230000,230000
27225,055410197901,02,1,230000,230000
27226,055410197901,02,1,230000,230000
27227,055410197901,02,1,230000,230000
27228,055410197901,02,1,230000,230000
27230,055410197901,02,1,230000,230000
27231,055410197901,02,1,230000,230000
27232,055410197901,03,7,16000,112000
27233,055410197901,01,1,57600,57600
27233,055410197901,03,2,16400,71400
27233,055410197901,08,1,48000,48000
27235,055410197901,02,1,35000,35000
27236,055410197901,01,1,35100,35100
27238,055410197901,01,1,35100,35100
27239,055410197901,01,1,35100,35100
27240,055410197901,01,1,35100,35100
27241,055410197901,02,1,42750,42750
27242,055410197901,02,1,42750,42750
27243,055410197901,01,1,57600,57600
27243,055410197901,03,1,122900,122900
27244,055410197901,01,1,57600,57600
27245,055410197901,01,1,57600,57600
27245,055410197901,03,3,16400,126400
27245,055410197901,08,1,48000,48000
27245,055410197901,14,1,877800,877800
27246,055410197901,01,1,57600,57600
27247,055410197901,01,1,57600,57600
27248,055410197901,01,1,57600,57600
27248,055410197901,02,3,15500,87200
27249,055410197901,01,1,57600,57600
27249,055410197901,02,2,35000,70000
27249,055410197901,03,1,55000,55000
27249,055410197901,08,1,20800,20800
27250,055410197901,02,2,24300,73700
27250,055410197901,14,1,1463000,1463000
27251,055410197901,01,1,57600,57600
27251,055410197901,03,2,16400,83750
27251,055410197901,08,1,48000,48000
27252,055410197901,01,1,57600,57600
27253,055410197901,01,1,35100,35100
27254,055410197901,01,1,35100,35100
27255,055410197901,02,1,35000,35000
27256,055410197901,01,1,35100,35100
