27257,055410197901,02,1,230000,230000
27259,055410197901,01,1,57600,57600
27260,055410197901,02,1,230000,230000
27261,055410197901,08,3,20800,62400
27263,055410197901,01,1,57600,57600
27264,055410197901,02,1,230000,230000
27265,055410197901,01,1,35100,35100
27267,055410197901,02,6,14000,114600
27268,055410197901,01,2,19000,38000
27270,055410197901,01,1,35100,35100
27271,055410197901,01,1,35100,35100
27272,055410197901,01,1,57600,57600
27272,055410197901,02,1,35000,35000
27272,055410197901,14,1,877800,877800
27273,055410197901,02,1,230000,230000
27274,055410197901,02,1,230000,230000
27275,055410197901,02,1,230000,230000
27276,055410197901,02,1,230000,230000
27277,055410197901,02,1,280000,280000
27278,055410197901,01,1,57600,57600
27279,055410197901,01,1,19000,19000
27280,055410197901,01,1,19000,19000
27281,055410197901,01,1,19000,19000
27282,055410197901,01,1,35100,35100
27283,055410197901,01,1,17100,17100
27284,055410197901,01,4,57600,230400
27284,055410197901,02,6,11700,138800
27284,055410197901,03,1,16400,16400
27284,055410197901,08,2,48000,114100
27285,055410197901,01,16,15000,389900
27285,055410197901,02,126,14000,3337500
27285,055410197901,03,971,100,2166300
27285,055410197901,07,140,500,81600
27285,055410197901,08,1,20800,20800
